OrderNumber,SalesChannel,Salesteamindex,Orderqty,unitprice,unitcost,SalesPrice,CostPrice,Profit,SalesTeam,Region,ProductCategory,ProductName,state
SO2532,Wholesale,4,5,470.23,335.88,2351.15,1679.4,671.75,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2533,Wholesale,6,10,242.68,173.34,2426.8,1733.4,693.4,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2534,Distributor,6,8,440.56,314.69,3524.48,2517.52,1006.96,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2535,In-Store,18,6,393.13,280.81,2358.78,1684.86,673.92,Shawn Wallace,South,Sports,Basketball,California
SO2536,Distributor,6,6,618.94,442.1,3713.64,2652.6,1061.04,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2537,Online,8,4,536.42,383.16,2145.68,1532.64,613.04,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2538,Wholesale,23,9,470.96,336.4,4238.64,3027.6,1211.04,Douglas Tucker,Midwest,Accessories,Accessories,California
SO2539,In-Store,23,5,197.38,140.99,986.9,704.95,281.95,Douglas Tucker,Midwest,Accessories,Accessories,California
SO2540,Distributor,8,6,643.18,459.41,3859.08,2756.46,1102.62,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2541,Wholesale,19,6,274,195.71,1644,1174.26,469.74,Nicholas Cunningham,South,Collections,Vanities,California
SO2542,Online,7,8,449.6,321.14,3596.8,2569.12,1027.68,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO2543,In-Store,8,9,307.56,219.68,2768.04,1977.12,790.92,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2544,Distributor,17,7,299.57,213.98,2096.99,1497.86,599.13,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO2545,Online,22,7,467.35,333.82,3271.45,2336.74,934.71,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2546,Distributor,8,1,503.25,359.46,503.25,359.46,143.79,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2547,In-Store,2,8,374.72,267.66,2997.76,2141.28,856.48,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2548,Wholesale,23,5,540.96,386.4,2704.8,1932,772.8,Douglas Tucker,Midwest,Accessories,Accessories,California
SO2549,Online,20,6,543.71,388.37,3262.26,2330.22,932.04,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2550,Wholesale,6,1,502.77,359.12,502.77,359.12,143.65,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2551,Wholesale,16,6,316.6,226.14,1899.6,1356.84,542.76,Anthony Berry,West,Drinkware,Stemware,California
SO2552,Wholesale,15,2,518.29,370.21,1036.58,740.42,296.16,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2553,In-Store,26,1,326.12,232.95,326.12,232.95,93.17,Donald Reynolds,South,Lighting,Candles,California
SO2554,Online,17,9,634.6,453.28,5711.4,4079.52,1631.88,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO2555,Online,3,1,607.18,433.7,607.18,433.7,173.48,Jerry Green,West,Lighting,Table Lamps,Alabama
SO2556,Wholesale,23,7,218.61,156.15,1530.27,1093.05,437.22,Douglas Tucker,Midwest,Accessories,Accessories,California
SO2557,Wholesale,23,2,636.2,454.43,1272.4,908.86,363.54,Douglas Tucker,Midwest,Accessories,Accessories,California
SO2558,Distributor,25,6,594.44,424.6,3566.64,2547.6,1019.04,Patrick Graham,South,Electronics,TV and video,California
SO2559,Online,14,8,186.64,133.31,1493.12,1066.48,426.64,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2560,Online,20,2,222.47,158.91,444.94,317.82,127.12,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2561,Online,24,5,515.15,367.97,2575.75,1839.85,735.9,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2562,Online,25,2,409.25,292.32,818.5,584.64,233.86,Patrick Graham,South,Electronics,TV and video,California
SO2563,Distributor,15,10,508.47,363.2,5084.7,3632,1452.7,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2564,Wholesale,26,2,584.45,417.46,1168.9,834.92,333.98,Donald Reynolds,South,Lighting,Candles,California
SO2565,Online,14,5,582.04,415.75,2910.2,2078.75,831.45,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2566,In-Store,18,3,382.39,273.14,1147.17,819.42,327.75,Shawn Wallace,South,Sports,Basketball,California
SO2567,In-Store,1,7,192.88,137.77,1350.16,964.39,385.77,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2568,Online,25,10,340,242.85,3400,2428.5,971.5,Patrick Graham,South,Electronics,TV and video,California
SO2569,Online,25,7,505.31,360.94,3537.17,2526.58,1010.59,Patrick Graham,South,Electronics,TV and video,California
SO2570,Wholesale,18,5,162.11,115.79,810.55,578.95,231.6,Shawn Wallace,South,Sports,Basketball,California
SO2571,Online,9,6,326.42,233.16,1958.52,1398.96,559.56,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO2572,Wholesale,2,4,644.53,460.38,2578.12,1841.52,736.6,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2573,In-Store,13,2,607.52,433.94,1215.04,867.88,347.16,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO2574,Online,10,3,440.26,314.47,1320.78,943.41,377.37,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2575,Wholesale,14,8,367.87,262.76,2942.96,2102.08,840.88,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2576,Online,8,1,522.75,373.39,522.75,373.39,149.36,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2577,In-Store,1,5,589.41,421.01,2947.05,2105.05,842,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2578,Wholesale,14,3,267.21,190.87,801.63,572.61,229.02,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2579,Online,2,8,191.4,136.72,1531.2,1093.76,437.44,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2580,Wholesale,20,3,258.21,184.43,774.63,553.29,221.34,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2581,Online,14,5,383.12,273.66,1915.6,1368.3,547.3,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2582,Distributor,11,8,504.1,360.07,4032.8,2880.56,1152.24,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2583,Online,12,8,250.96,179.26,2007.68,1434.08,573.6,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO2584,Wholesale,25,1,399.15,285.11,399.15,285.11,114.04,Patrick Graham,South,Electronics,TV and video,California
SO2585,Online,7,7,629.73,449.81,4408.11,3148.67,1259.44,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO2586,Wholesale,18,8,386.24,275.88,3089.92,2207.04,882.88,Shawn Wallace,South,Sports,Basketball,California
SO2587,In-Store,16,6,366.89,262.06,2201.34,1572.36,628.98,Anthony Berry,West,Drinkware,Stemware,California
SO2588,In-Store,22,2,388.58,277.56,777.16,555.12,222.04,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2589,In-Store,20,2,276.02,197.16,552.04,394.32,157.72,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2590,Online,25,9,223.85,159.89,2014.65,1439.01,575.64,Patrick Graham,South,Electronics,TV and video,California
SO2591,Wholesale,20,9,641.85,458.46,5776.65,4126.14,1650.51,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2592,Distributor,13,10,325.61,232.58,3256.1,2325.8,930.3,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO2593,Wholesale,11,7,308.49,220.35,2159.43,1542.45,616.98,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2594,In-Store,10,2,220,157.14,440,314.28,125.72,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2595,In-Store,17,9,497.92,355.66,4481.28,3200.94,1280.34,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO2596,Distributor,21,10,347.01,247.87,3470.1,2478.7,991.4,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2597,Online,4,1,598.62,427.59,598.62,427.59,171.03,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2598,In-Store,14,10,415.83,297.02,4158.3,2970.2,1188.1,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2599,In-Store,14,3,344.05,245.75,1032.15,737.25,294.9,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2600,Wholesale,13,8,635.07,453.62,5080.56,3628.96,1451.6,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO2601,Online,9,10,380.38,271.7,3803.8,2717,1086.8,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO2602,Online,13,3,259.96,185.69,779.88,557.07,222.81,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO2603,Distributor,3,9,362.62,259.02,3263.58,2331.18,932.4,Jerry Green,West,Lighting,Table Lamps,Alabama
SO2604,Online,10,8,548.65,391.89,4389.2,3135.12,1254.08,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2605,Online,2,2,356.02,254.3,712.04,508.6,203.44,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2606,Wholesale,11,5,307.26,219.47,1536.3,1097.35,438.95,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2607,Distributor,5,6,423.41,302.44,2540.46,1814.64,725.82,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2608,Wholesale,24,10,384.5,274.64,3845,2746.4,1098.6,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2609,In-Store,15,9,418.04,298.6,3762.36,2687.4,1074.96,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2610,Wholesale,26,10,535.73,382.66,5357.3,3826.6,1530.7,Donald Reynolds,South,Lighting,Candles,California
SO2611,Wholesale,18,3,623.69,445.49,1871.07,1336.47,534.6,Shawn Wallace,South,Sports,Basketball,California
SO2612,In-Store,24,4,257.88,184.2,1031.52,736.8,294.72,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2613,In-Store,22,6,502.5,358.93,3015,2153.58,861.42,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2614,Distributor,9,10,291.75,208.39,2917.5,2083.9,833.6,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO2615,Distributor,6,5,450.62,321.87,2253.1,1609.35,643.75,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2616,Wholesale,18,9,611.36,436.68,5502.24,3930.12,1572.12,Shawn Wallace,South,Sports,Basketball,California
SO2617,In-Store,19,7,565.53,403.95,3958.71,2827.65,1131.06,Nicholas Cunningham,South,Collections,Vanities,California
SO2618,Online,9,7,364.53,260.38,2551.71,1822.66,729.05,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO2619,Distributor,11,5,573.9,409.93,2869.5,2049.65,819.85,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2620,Distributor,2,10,343.88,245.63,3438.8,2456.3,982.5,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2621,Online,3,4,184.08,131.48,736.32,525.92,210.4,Jerry Green,West,Lighting,Table Lamps,Alabama
SO2622,Online,20,8,175.79,125.57,1406.32,1004.56,401.76,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2623,Wholesale,20,3,254.67,181.91,764.01,545.73,218.28,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2624,Wholesale,6,3,576.13,411.52,1728.39,1234.56,493.83,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2625,Wholesale,5,4,285.92,204.23,1143.68,816.92,326.76,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2626,Wholesale,4,9,605.75,432.68,5451.75,3894.12,1557.63,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2627,Distributor,24,1,390.62,279.01,390.62,279.01,111.61,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2628,In-Store,4,3,525.08,375.06,1575.24,1125.18,450.06,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2629,Online,12,1,495.94,354.25,495.94,354.25,141.69,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO2630,Wholesale,13,7,431.29,308.06,3019.03,2156.42,862.61,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO2631,Distributor,21,2,173.4,123.86,346.8,247.72,99.08,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2632,In-Store,24,1,517.83,369.88,517.83,369.88,147.95,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2633,In-Store,10,1,615.68,439.77,615.68,439.77,175.91,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2634,Distributor,15,8,404.42,288.87,3235.36,2310.96,924.4,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2635,Wholesale,7,6,384.27,274.48,2305.62,1646.88,658.74,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO2636,Wholesale,18,2,621.68,444.06,1243.36,888.12,355.24,Shawn Wallace,South,Sports,Basketball,California
SO2637,In-Store,21,2,224.01,160.01,448.02,320.02,128,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2638,Distributor,6,4,442.01,315.72,1768.04,1262.88,505.16,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2639,In-Store,24,9,301.97,215.69,2717.73,1941.21,776.52,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2640,Online,13,5,401.46,286.76,2007.3,1433.8,573.5,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO2641,Wholesale,9,7,407.26,290.9,2850.82,2036.3,814.52,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO2642,Wholesale,24,5,447.69,319.78,2238.45,1598.9,639.55,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2643,Wholesale,5,7,246.87,176.33,1728.09,1234.31,493.78,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2644,Wholesale,22,4,305.13,217.95,1220.52,871.8,348.72,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2645,In-Store,1,3,604.39,431.71,1813.17,1295.13,518.04,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2646,Distributor,22,6,257.12,183.66,1542.72,1101.96,440.76,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2647,In-Store,17,3,242.36,173.12,727.08,519.36,207.72,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO2648,Online,21,6,168.57,120.41,1011.42,722.46,288.96,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2649,Wholesale,9,10,587.57,419.69,5875.7,4196.9,1678.8,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO2650,Online,24,9,209.37,149.55,1884.33,1345.95,538.38,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2651,Online,18,8,304.5,217.5,2436,1740,696,Shawn Wallace,South,Sports,Basketball,California
SO2652,Wholesale,3,8,350.68,250.48,2805.44,2003.84,801.6,Jerry Green,West,Lighting,Table Lamps,Alabama
SO2653,Distributor,9,2,563.9,402.78,1127.8,805.56,322.24,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO2654,Online,5,2,340.69,243.35,681.38,486.7,194.68,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2655,In-Store,4,6,355.9,254.21,2135.4,1525.26,610.14,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2656,Wholesale,25,2,488.7,349.07,977.4,698.14,279.26,Patrick Graham,South,Electronics,TV and video,California
SO2657,Online,5,5,400.45,286.04,2002.25,1430.2,572.05,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2658,Online,14,6,204.41,146.01,1226.46,876.06,350.4,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2659,In-Store,16,7,264.85,189.18,1853.95,1324.26,529.69,Anthony Berry,West,Drinkware,Stemware,California
SO2660,Online,15,8,382.81,273.43,3062.48,2187.44,875.04,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2661,Distributor,22,9,477.54,341.1,4297.86,3069.9,1227.96,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2662,In-Store,11,2,319.17,227.98,638.34,455.96,182.38,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2663,Online,14,10,510.73,364.8,5107.3,3648,1459.3,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2664,Online,6,9,504.92,360.66,4544.28,3245.94,1298.34,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2665,Wholesale,25,1,162.22,115.87,162.22,115.87,46.35,Patrick Graham,South,Electronics,TV and video,California
SO2666,Wholesale,6,2,235.38,168.13,470.76,336.26,134.5,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2667,Online,26,8,469.64,335.46,3757.12,2683.68,1073.44,Donald Reynolds,South,Lighting,Candles,California
SO2668,Wholesale,15,4,628.78,449.13,2515.12,1796.52,718.6,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2669,Online,3,5,415.04,296.46,2075.2,1482.3,592.9,Jerry Green,West,Lighting,Table Lamps,Alabama
SO2670,In-Store,13,5,233.9,167.07,1169.5,835.35,334.15,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO2671,Online,10,5,332.31,237.37,1661.55,1186.85,474.7,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2672,Wholesale,4,6,589.3,420.93,3535.8,2525.58,1010.22,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2673,Wholesale,7,9,510.12,364.37,4591.08,3279.33,1311.75,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO2674,Wholesale,15,2,645.02,460.73,1290.04,921.46,368.58,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2675,Online,16,10,642.22,458.73,6422.2,4587.3,1834.9,Anthony Berry,West,Drinkware,Stemware,California
SO2676,In-Store,3,9,165.12,117.94,1486.08,1061.46,424.62,Jerry Green,West,Lighting,Table Lamps,Alabama
SO2677,Online,13,10,391.33,279.52,3913.3,2795.2,1118.1,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO2678,Online,17,4,290.62,207.59,1162.48,830.36,332.12,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO2679,Online,10,8,455.97,325.69,3647.76,2605.52,1042.24,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2680,In-Store,8,4,589.45,421.03,2357.8,1684.12,673.68,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2681,In-Store,24,5,648.87,463.48,3244.35,2317.4,926.95,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2682,Wholesale,18,6,562.68,401.91,3376.08,2411.46,964.62,Shawn Wallace,South,Sports,Basketball,California
SO2683,Online,16,7,638.97,456.41,4472.79,3194.87,1277.92,Anthony Berry,West,Drinkware,Stemware,California
SO2684,Online,12,9,174.13,124.38,1567.17,1119.42,447.75,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO2685,In-Store,22,1,617.02,440.73,617.02,440.73,176.29,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2686,In-Store,1,8,608.94,434.96,4871.52,3479.68,1391.84,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2687,Wholesale,17,3,272.31,194.51,816.93,583.53,233.4,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO2688,Wholesale,20,8,579.97,414.27,4639.76,3314.16,1325.6,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2689,In-Store,8,10,605.14,432.24,6051.4,4322.4,1729,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2690,Online,21,5,158.88,113.48,794.4,567.4,227,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2691,In-Store,22,8,198.88,142.06,1591.04,1136.48,454.56,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2692,In-Store,14,10,186.35,133.11,1863.5,1331.1,532.4,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2693,Online,21,10,245.94,175.67,2459.4,1756.7,702.7,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2694,Online,2,2,470.89,336.35,941.78,672.7,269.08,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2695,Distributor,10,4,181.8,129.86,727.2,519.44,207.76,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2696,Online,12,2,612,437.14,1224,874.28,349.72,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO2697,In-Store,1,7,476.03,340.02,3332.21,2380.14,952.07,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2698,Online,19,8,394.76,281.97,3158.08,2255.76,902.32,Nicholas Cunningham,South,Collections,Vanities,California
SO2699,In-Store,11,7,196.02,140.02,1372.14,980.14,392,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2700,Wholesale,13,7,335.11,239.37,2345.77,1675.59,670.18,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO2701,Wholesale,11,5,631.64,451.17,3158.2,2255.85,902.35,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2702,Distributor,1,8,575.36,410.97,4602.88,3287.76,1315.12,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2703,Online,7,9,342.23,244.45,3080.07,2200.05,880.02,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO2704,Online,21,4,462.67,330.48,1850.68,1321.92,528.76,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2705,In-Store,8,4,178.64,127.6,714.56,510.4,204.16,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2706,Distributor,8,2,266.61,190.43,533.22,380.86,152.36,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2707,Wholesale,5,4,385.02,275.01,1540.08,1100.04,440.04,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2708,Wholesale,5,2,605,432.15,1210,864.3,345.7,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2709,Distributor,19,2,567.83,405.59,1135.66,811.18,324.48,Nicholas Cunningham,South,Collections,Vanities,California
SO2710,Distributor,15,1,282.65,201.9,282.65,201.9,80.75,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2711,Distributor,26,8,418.21,298.72,3345.68,2389.76,955.92,Donald Reynolds,South,Lighting,Candles,California
SO2712,Online,7,3,386.64,276.17,1159.92,828.51,331.41,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO2713,Online,11,2,201.46,143.9,402.92,287.8,115.12,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2714,Online,25,1,563.35,402.4,563.35,402.4,160.95,Patrick Graham,South,Electronics,TV and video,California
SO2715,Wholesale,10,4,152.58,108.99,610.32,435.96,174.36,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2716,Distributor,17,1,581.38,415.27,581.38,415.27,166.11,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO2717,Wholesale,1,3,546.97,390.69,1640.91,1172.07,468.84,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
